anon_id,arm,model,query_id,query_type,hop_count,source_file
A0697,CoT-RAG,qwen2.5:7b,Q73,2-hop_author_setting,2,eval_results_cot_rag_qwen25_20260706_050120.json
A0698,CoT-RAG,llama3.1:8b,Q02,1-hop_vibe,1,eval_results_cot_rag_llama31_20260706_015432.json
A0699,Pure ReAct,llama3.1:8b,Q87,3-hop_vibe_setting_category,3,eval_results_pure_react_llama31_20260706_015432.json
A0700,Act-only,qwen2.5:7b,Q52,1-hop_language,1,eval_results_act_only_qwen25_20260706_050120.json
A0701,Act-only,qwen2.5:7b,Q33,1-hop_author,1,eval_results_act_only_qwen25_20260706_050120.json
A0702,Planned,llama3.1:8b,Q66,2-hop_vibe_category,2,eval_results_planned_llama31_20260707_154549_noaudit.json
A0703,Pure ReAct,qwen2.5:7b,Q12,2-hop_vibe_category,2,eval_results_pure_react_qwen25_20260706_050120.json
A0704,Vector-Gated v2,llama3.1:8b,Q07,1-hop_character,1,eval_results_agentic_llama_20260707_144026_noaudit.json
A0705,CoT-RAG,llama3.1:8b,Q61,2-hop_vibe_setting,2,eval_results_cot_rag_llama31_20260706_015432.json
A0706,Vector-Gated v2,qwen2.5:7b,Q24,collaborative_shared_ddc,3,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0707,Planned,llama3.1:8b,Q100,branch_filter_author,2,eval_results_planned_llama31_20260707_154549_noaudit.json
A0708,CoT-RAG,qwen2.5:7b,Q95,runtime_similarity,1,eval_results_cot_rag_qwen25_20260706_050120.json
A0709,Pure ReAct,qwen2.5:7b,Q96,runtime_similarity,1,eval_results_pure_react_qwen25_20260706_050120.json
A0710,Act-only,qwen2.5:7b,Q24,collaborative_shared_ddc,3,eval_results_act_only_qwen25_20260706_050120.json
A0711,Pure ReAct,llama3.1:8b,Q21,3-hop_vibe_setting_category,3,eval_results_pure_react_llama31_20260706_015432.json
A0712,Act-only,llama3.1:8b,Q47,1-hop_ddc,1,eval_results_act_only_llama31_20260706_015432.json
A0713,Vector-Gated v2,llama3.1:8b,Q76,2-hop_author_category,2,eval_results_agentic_llama_20260707_144026_noaudit.json
A0714,CoT-RAG,qwen2.5:7b,Q54,1-hop_character,1,eval_results_cot_rag_qwen25_20260706_050120.json
A0715,Act-only,llama3.1:8b,Q45,1-hop_category,1,eval_results_act_only_llama31_20260706_015432.json
A0716,Pure ReAct,llama3.1:8b,Q11,2-hop_vibe_category,2,eval_results_pure_react_llama31_20260706_015432.json
A0717,Vector-Gated v2,qwen2.5:7b,Q82,2-hop_collectiontype_category,2,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0718,Planned,qwen2.5:7b,Q41,1-hop_setting,1,eval_results_planned_qwen25_20260707_160812_noaudit.json
A0719,Vector-Gated v2,llama3.1:8b,Q55,1-hop_character,1,eval_results_agentic_llama_20260707_144026_noaudit.json
A0720,Act-only,qwen2.5:7b,Q95,runtime_similarity,1,eval_results_act_only_qwen25_20260706_050120.json
A0721,Standard RAG,qwen2.5:7b,Q83,2-hop_collectiontype_category,2,eval_results_standard_20260706_112205.json
A0722,Vector-Gated v2,llama3.1:8b,Q80,2-hop_ddc_branch,2,eval_results_agentic_llama_20260707_144026_noaudit.json
A0723,Vector-Gated v2,llama3.1:8b,Q30,branch_filter_vibe,2,eval_results_agentic_llama_20260707_144026_noaudit.json
A0724,Standard RAG,llama3.1:8b,Q29,branch_filter_author,2,eval_results_standard_20260706_081128.json
A0725,CoT-RAG,qwen2.5:7b,Q40,1-hop_setting,1,eval_results_cot_rag_qwen25_20260706_050120.json
A0726,Vector-Gated v2,qwen2.5:7b,Q78,2-hop_author_category,2,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0727,Pure ReAct,llama3.1:8b,Q96,runtime_similarity,1,eval_results_pure_react_llama31_20260706_015432.json
A0728,Act-only,llama3.1:8b,Q10,2-hop_vibe_setting,2,eval_results_act_only_llama31_20260706_015432.json
A0729,Act-only,qwen2.5:7b,Q22,collaborative_shared_vibe,3,eval_results_act_only_qwen25_20260706_050120.json
A0730,Pure ReAct,llama3.1:8b,Q57,1-hop_publisher_city,1,eval_results_pure_react_llama31_20260706_015432.json
A0731,CoT-RAG,qwen2.5:7b,Q60,2-hop_vibe_setting,2,eval_results_cot_rag_qwen25_20260706_050120.json
A0732,Vector-Gated v2,qwen2.5:7b,Q64,2-hop_vibe_category,2,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0733,Standard RAG,llama3.1:8b,Q72,2-hop_author_vibe,2,eval_results_standard_20260706_081128.json
A0734,Vector-Gated v2,qwen2.5:7b,Q73,2-hop_author_setting,2,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0735,CoT-RAG,qwen2.5:7b,Q37,1-hop_vibe,1,eval_results_cot_rag_qwen25_20260706_050120.json
A0736,Act-only,llama3.1:8b,Q09,2-hop_vibe_setting,2,eval_results_act_only_llama31_20260706_015432.json
A0737,Standard RAG,qwen2.5:7b,Q98,branch_filter_vibe,2,eval_results_standard_20260706_112205.json
A0738,Pure ReAct,llama3.1:8b,Q76,2-hop_author_category,2,eval_results_pure_react_llama31_20260706_015432.json
A0739,Standard RAG,llama3.1:8b,Q25,runtime_similarity,1,eval_results_standard_20260706_081128.json
A0740,Planned,llama3.1:8b,Q83,2-hop_collectiontype_category,2,eval_results_planned_llama31_20260707_154549_noaudit.json
A0741,CoT-RAG,llama3.1:8b,Q34,1-hop_author,1,eval_results_cot_rag_llama31_20260706_015432.json
A0742,CoT-RAG,qwen2.5:7b,Q13,2-hop_setting_category,2,eval_results_cot_rag_qwen25_20260706_050120.json
A0743,CoT-RAG,qwen2.5:7b,Q59,2-hop_vibe_setting,2,eval_results_cot_rag_qwen25_20260706_050120.json
A0744,Planned,llama3.1:8b,Q33,1-hop_author,1,eval_results_planned_llama31_20260707_154549_noaudit.json
A0745,CoT-RAG,llama3.1:8b,Q05,1-hop_ddc,1,eval_results_cot_rag_llama31_20260706_015432.json
A0746,CoT-RAG,llama3.1:8b,Q28,branch_filter_vibe,2,eval_results_cot_rag_llama31_20260706_015432.json
A0747,Act-only,llama3.1:8b,Q82,2-hop_collectiontype_category,2,eval_results_act_only_llama31_20260706_015432.json
A0748,Planned,llama3.1:8b,Q63,2-hop_vibe_category,2,eval_results_planned_llama31_20260707_154549_noaudit.json
A0749,CoT-RAG,qwen2.5:7b,Q92,collaborative_shared_ddc,3,eval_results_cot_rag_qwen25_20260706_050120.json
A0750,Standard RAG,qwen2.5:7b,Q11,2-hop_vibe_category,2,eval_results_standard_20260706_112205.json
A0751,Pure ReAct,qwen2.5:7b,Q19,3-hop_vibe_setting_category,3,eval_results_pure_react_qwen25_20260706_050120.json
A0752,Planned,qwen2.5:7b,Q47,1-hop_ddc,1,eval_results_planned_qwen25_20260707_160812_noaudit.json
A0753,CoT-RAG,llama3.1:8b,Q74,2-hop_author_setting,2,eval_results_cot_rag_llama31_20260706_015432.json
A0754,Vector-Gated v2,qwen2.5:7b,Q81,2-hop_ddc_branch,2,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0755,Pure ReAct,qwen2.5:7b,Q53,1-hop_character,1,eval_results_pure_react_qwen25_20260706_050120.json
A0756,Planned,qwen2.5:7b,Q06,1-hop_language,1,eval_results_planned_qwen25_20260707_160812_noaudit.json
A0757,Act-only,llama3.1:8b,Q22,collaborative_shared_vibe,3,eval_results_act_only_llama31_20260706_015432.json
A0758,CoT-RAG,qwen2.5:7b,Q41,1-hop_setting,1,eval_results_cot_rag_qwen25_20260706_050120.json
A0759,Pure ReAct,qwen2.5:7b,Q55,1-hop_character,1,eval_results_pure_react_qwen25_20260706_050120.json
A0760,Standard RAG,qwen2.5:7b,Q84,2-hop_collectiontype_category,2,eval_results_standard_20260706_112205.json
A0761,Standard RAG,llama3.1:8b,Q26,runtime_similarity,1,eval_results_standard_20260706_081128.json
A0762,Act-only,llama3.1:8b,Q23,collaborative_shared_vibe,3,eval_results_act_only_llama31_20260706_015432.json
A0763,Standard RAG,qwen2.5:7b,Q82,2-hop_collectiontype_category,2,eval_results_standard_20260706_112205.json
A0764,Standard RAG,qwen2.5:7b,Q67,2-hop_setting_category,2,eval_results_standard_20260706_112205.json
A0765,Vector-Gated v2,qwen2.5:7b,Q52,1-hop_language,1,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0766,Vector-Gated v2,qwen2.5:7b,Q44,1-hop_category,1,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0767,Pure ReAct,llama3.1:8b,Q36,1-hop_vibe,1,eval_results_pure_react_llama31_20260706_015432.json
A0768,Vector-Gated v2,qwen2.5:7b,Q50,1-hop_ddc,1,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0769,Act-only,qwen2.5:7b,Q74,2-hop_author_setting,2,eval_results_act_only_qwen25_20260706_050120.json
A0770,Vector-Gated v2,qwen2.5:7b,Q99,branch_filter_vibe,2,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0771,Standard RAG,qwen2.5:7b,Q06,1-hop_language,1,eval_results_standard_20260706_112205.json
A0772,Pure ReAct,llama3.1:8b,Q83,2-hop_collectiontype_category,2,eval_results_pure_react_llama31_20260706_015432.json
A0773,Vector-Gated v2,qwen2.5:7b,Q71,2-hop_author_vibe,2,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0774,Pure ReAct,llama3.1:8b,Q99,branch_filter_vibe,2,eval_results_pure_react_llama31_20260706_015432.json
A0775,Planned,qwen2.5:7b,Q21,3-hop_vibe_setting_category,3,eval_results_planned_qwen25_20260707_160812_noaudit.json
A0776,CoT-RAG,qwen2.5:7b,Q67,2-hop_setting_category,2,eval_results_cot_rag_qwen25_20260706_050120.json
A0777,Vector-Gated v2,llama3.1:8b,Q89,collaborative_shared_vibe,3,eval_results_agentic_llama_20260707_144026_noaudit.json
A0778,CoT-RAG,qwen2.5:7b,Q74,2-hop_author_setting,2,eval_results_cot_rag_qwen25_20260706_050120.json
A0779,CoT-RAG,qwen2.5:7b,Q16,2-hop_author_category,2,eval_results_cot_rag_qwen25_20260706_050120.json
A0780,Standard RAG,llama3.1:8b,Q43,1-hop_category,1,eval_results_standard_20260706_081128.json
A0781,Planned,llama3.1:8b,Q93,collaborative_shared_ddc,3,eval_results_planned_llama31_20260707_154549_noaudit.json
A0782,Planned,qwen2.5:7b,Q70,2-hop_author_vibe,2,eval_results_planned_qwen25_20260707_160812_noaudit.json
A0783,Standard RAG,qwen2.5:7b,Q52,1-hop_language,1,eval_results_standard_20260706_112205.json
A0784,Act-only,qwen2.5:7b,Q66,2-hop_vibe_category,2,eval_results_act_only_qwen25_20260706_050120.json
A0785,Act-only,qwen2.5:7b,Q97,runtime_similarity,1,eval_results_act_only_qwen25_20260706_050120.json
A0786,Vector-Gated v2,llama3.1:8b,Q50,1-hop_ddc,1,eval_results_agentic_llama_20260707_144026_noaudit.json
A0787,Standard RAG,llama3.1:8b,Q37,1-hop_vibe,1,eval_results_standard_20260706_081128.json
A0788,Act-only,qwen2.5:7b,Q59,2-hop_vibe_setting,2,eval_results_act_only_qwen25_20260706_050120.json
A0789,Standard RAG,qwen2.5:7b,Q53,1-hop_character,1,eval_results_standard_20260706_112205.json
A0790,Pure ReAct,qwen2.5:7b,Q08,1-hop_publisher_city,1,eval_results_pure_react_qwen25_20260706_050120.json
A0791,Vector-Gated v2,qwen2.5:7b,Q68,2-hop_setting_category,2,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0792,Planned,qwen2.5:7b,Q25,runtime_similarity,1,eval_results_planned_qwen25_20260707_160812_noaudit.json
A0793,Vector-Gated v2,llama3.1:8b,Q64,2-hop_vibe_category,2,eval_results_agentic_llama_20260707_144026_noaudit.json
A0794,Act-only,qwen2.5:7b,Q75,2-hop_author_setting,2,eval_results_act_only_qwen25_20260706_050120.json
A0795,Act-only,llama3.1:8b,Q38,1-hop_vibe,1,eval_results_act_only_llama31_20260706_015432.json
A0796,Pure ReAct,qwen2.5:7b,Q23,collaborative_shared_vibe,3,eval_results_pure_react_qwen25_20260706_050120.json
A0797,Act-only,qwen2.5:7b,Q65,2-hop_vibe_category,2,eval_results_act_only_qwen25_20260706_050120.json
A0798,Act-only,llama3.1:8b,Q53,1-hop_character,1,eval_results_act_only_llama31_20260706_015432.json
A0799,Pure ReAct,qwen2.5:7b,Q60,2-hop_vibe_setting,2,eval_results_pure_react_qwen25_20260706_050120.json
A0800,Standard RAG,qwen2.5:7b,Q66,2-hop_vibe_category,2,eval_results_standard_20260706_112205.json
A0801,CoT-RAG,llama3.1:8b,Q69,2-hop_setting_category,2,eval_results_cot_rag_llama31_20260706_015432.json
A0802,Pure ReAct,llama3.1:8b,Q53,1-hop_character,1,eval_results_pure_react_llama31_20260706_015432.json
A0803,Standard RAG,qwen2.5:7b,Q34,1-hop_author,1,eval_results_standard_20260706_112205.json
A0804,Pure ReAct,qwen2.5:7b,Q90,collaborative_shared_vibe,3,eval_results_pure_react_qwen25_20260706_050120.json
A0805,CoT-RAG,qwen2.5:7b,Q42,1-hop_setting,1,eval_results_cot_rag_qwen25_20260706_050120.json
A0806,Standard RAG,llama3.1:8b,Q04,1-hop_category,1,eval_results_standard_20260706_081128.json
A0807,Standard RAG,llama3.1:8b,Q46,1-hop_category,1,eval_results_standard_20260706_081128.json
A0808,Planned,qwen2.5:7b,Q02,1-hop_vibe,1,eval_results_planned_qwen25_20260707_160812_noaudit.json
A0809,Vector-Gated v2,qwen2.5:7b,Q33,1-hop_author,1,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0810,Vector-Gated v2,llama3.1:8b,Q17,2-hop_ddc_branch,2,eval_results_agentic_llama_20260707_144026_noaudit.json
A0811,Standard RAG,llama3.1:8b,Q95,runtime_similarity,1,eval_results_standard_20260706_081128.json
A0812,Standard RAG,llama3.1:8b,Q53,1-hop_character,1,eval_results_standard_20260706_081128.json
A0813,Planned,llama3.1:8b,Q52,1-hop_language,1,eval_results_planned_llama31_20260707_154549_noaudit.json
A0814,Act-only,qwen2.5:7b,Q01,1-hop_author,1,eval_results_act_only_qwen25_20260706_050120.json
A0815,Act-only,qwen2.5:7b,Q18,2-hop_collectiontype_category,2,eval_results_act_only_qwen25_20260706_050120.json
A0816,Vector-Gated v2,llama3.1:8b,Q31,1-hop_author,1,eval_results_agentic_llama_20260707_144026_noaudit.json
A0817,Pure ReAct,llama3.1:8b,Q50,1-hop_ddc,1,eval_results_pure_react_llama31_20260706_015432.json
A0818,Pure ReAct,qwen2.5:7b,Q04,1-hop_category,1,eval_results_pure_react_qwen25_20260706_050120.json
A0819,CoT-RAG,llama3.1:8b,Q09,2-hop_vibe_setting,2,eval_results_cot_rag_llama31_20260706_015432.json
A0820,CoT-RAG,qwen2.5:7b,Q52,1-hop_language,1,eval_results_cot_rag_qwen25_20260706_050120.json
A0821,Pure ReAct,qwen2.5:7b,Q35,1-hop_vibe,1,eval_results_pure_react_qwen25_20260706_050120.json
A0822,CoT-RAG,llama3.1:8b,Q16,2-hop_author_category,2,eval_results_cot_rag_llama31_20260706_015432.json
A0823,Pure ReAct,llama3.1:8b,Q20,3-hop_vibe_setting_category,3,eval_results_pure_react_llama31_20260706_015432.json
A0824,CoT-RAG,llama3.1:8b,Q89,collaborative_shared_vibe,3,eval_results_cot_rag_llama31_20260706_015432.json
A0825,CoT-RAG,llama3.1:8b,Q79,2-hop_ddc_branch,2,eval_results_cot_rag_llama31_20260706_015432.json
A0826,Standard RAG,qwen2.5:7b,Q60,2-hop_vibe_setting,2,eval_results_standard_20260706_112205.json
A0827,Act-only,qwen2.5:7b,Q67,2-hop_setting_category,2,eval_results_act_only_qwen25_20260706_050120.json
A0828,Pure ReAct,qwen2.5:7b,Q61,2-hop_vibe_setting,2,eval_results_pure_react_qwen25_20260706_050120.json
A0829,Standard RAG,qwen2.5:7b,Q10,2-hop_vibe_setting,2,eval_results_standard_20260706_112205.json
A0830,Planned,llama3.1:8b,Q58,1-hop_publisher_city,1,eval_results_planned_llama31_20260707_154549_noaudit.json
A0831,CoT-RAG,llama3.1:8b,Q71,2-hop_author_vibe,2,eval_results_cot_rag_llama31_20260706_015432.json
A0832,Standard RAG,qwen2.5:7b,Q38,1-hop_vibe,1,eval_results_standard_20260706_112205.json
A0833,Standard RAG,qwen2.5:7b,Q07,1-hop_character,1,eval_results_standard_20260706_112205.json
A0834,Pure ReAct,llama3.1:8b,Q80,2-hop_ddc_branch,2,eval_results_pure_react_llama31_20260706_015432.json
A0835,CoT-RAG,qwen2.5:7b,Q07,1-hop_character,1,eval_results_cot_rag_qwen25_20260706_050120.json
A0836,Act-only,qwen2.5:7b,Q68,2-hop_setting_category,2,eval_results_act_only_qwen25_20260706_050120.json
A0837,Vector-Gated v2,llama3.1:8b,Q37,1-hop_vibe,1,eval_results_agentic_llama_20260707_144026_noaudit.json
A0838,Pure ReAct,llama3.1:8b,Q84,2-hop_collectiontype_category,2,eval_results_pure_react_llama31_20260706_015432.json
A0839,Standard RAG,llama3.1:8b,Q09,2-hop_vibe_setting,2,eval_results_standard_20260706_081128.json
A0840,Planned,qwen2.5:7b,Q62,2-hop_vibe_setting,2,eval_results_planned_qwen25_20260707_160812_noaudit.json
A0841,Vector-Gated v2,qwen2.5:7b,Q91,collaborative_shared_vibe,3,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0842,Planned,llama3.1:8b,Q06,1-hop_language,1,eval_results_planned_llama31_20260707_154549_noaudit.json
A0843,Pure ReAct,llama3.1:8b,Q27,runtime_similarity,1,eval_results_pure_react_llama31_20260706_015432.json
A0844,CoT-RAG,qwen2.5:7b,Q10,2-hop_vibe_setting,2,eval_results_cot_rag_qwen25_20260706_050120.json
A0845,Pure ReAct,qwen2.5:7b,Q21,3-hop_vibe_setting_category,3,eval_results_pure_react_qwen25_20260706_050120.json
A0846,Act-only,qwen2.5:7b,Q57,1-hop_publisher_city,1,eval_results_act_only_qwen25_20260706_050120.json
A0847,Act-only,llama3.1:8b,Q49,1-hop_ddc,1,eval_results_act_only_llama31_20260706_015432.json
A0848,Vector-Gated v2,qwen2.5:7b,Q07,1-hop_character,1,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0849,CoT-RAG,llama3.1:8b,Q92,collaborative_shared_ddc,3,eval_results_cot_rag_llama31_20260706_015432.json
A0850,CoT-RAG,qwen2.5:7b,Q79,2-hop_ddc_branch,2,eval_results_cot_rag_qwen25_20260706_050120.json
A0851,CoT-RAG,llama3.1:8b,Q51,1-hop_language,1,eval_results_cot_rag_llama31_20260706_015432.json
A0852,Vector-Gated v2,qwen2.5:7b,Q01,1-hop_author,1,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0853,CoT-RAG,qwen2.5:7b,Q58,1-hop_publisher_city,1,eval_results_cot_rag_qwen25_20260706_050120.json
A0854,Planned,llama3.1:8b,Q16,2-hop_author_category,2,eval_results_planned_llama31_20260707_154549_noaudit.json
A0855,Vector-Gated v2,qwen2.5:7b,Q09,2-hop_vibe_setting,2,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0856,Act-only,qwen2.5:7b,Q19,3-hop_vibe_setting_category,3,eval_results_act_only_qwen25_20260706_050120.json
A0857,Planned,qwen2.5:7b,Q30,branch_filter_vibe,2,eval_results_planned_qwen25_20260707_160812_noaudit.json
A0858,Act-only,qwen2.5:7b,Q51,1-hop_language,1,eval_results_act_only_qwen25_20260706_050120.json
A0859,Standard RAG,llama3.1:8b,Q76,2-hop_author_category,2,eval_results_standard_20260706_081128.json
A0860,Standard RAG,qwen2.5:7b,Q03,1-hop_setting,1,eval_results_standard_20260706_112205.json
A0861,Act-only,qwen2.5:7b,Q77,2-hop_author_category,2,eval_results_act_only_qwen25_20260706_050120.json
A0862,Pure ReAct,llama3.1:8b,Q37,1-hop_vibe,1,eval_results_pure_react_llama31_20260706_015432.json
A0863,Planned,qwen2.5:7b,Q24,collaborative_shared_ddc,3,eval_results_planned_qwen25_20260707_160812_noaudit.json
A0864,Standard RAG,llama3.1:8b,Q10,2-hop_vibe_setting,2,eval_results_standard_20260706_081128.json
A0865,Standard RAG,llama3.1:8b,Q75,2-hop_author_setting,2,eval_results_standard_20260706_081128.json
A0866,Pure ReAct,qwen2.5:7b,Q70,2-hop_author_vibe,2,eval_results_pure_react_qwen25_20260706_050120.json
A0867,Vector-Gated v2,llama3.1:8b,Q81,2-hop_ddc_branch,2,eval_results_agentic_llama_20260707_144026_noaudit.json
A0868,Planned,llama3.1:8b,Q28,branch_filter_vibe,2,eval_results_planned_llama31_20260707_154549_noaudit.json
A0869,CoT-RAG,qwen2.5:7b,Q08,1-hop_publisher_city,1,eval_results_cot_rag_qwen25_20260706_050120.json
A0870,Pure ReAct,llama3.1:8b,Q61,2-hop_vibe_setting,2,eval_results_pure_react_llama31_20260706_015432.json
A0871,Pure ReAct,llama3.1:8b,Q88,3-hop_vibe_setting_category,3,eval_results_pure_react_llama31_20260706_015432.json
A0872,Standard RAG,qwen2.5:7b,Q35,1-hop_vibe,1,eval_results_standard_20260706_112205.json
A0873,Act-only,llama3.1:8b,Q06,1-hop_language,1,eval_results_act_only_llama31_20260706_015432.json
A0874,Vector-Gated v2,qwen2.5:7b,Q38,1-hop_vibe,1,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0875,CoT-RAG,llama3.1:8b,Q45,1-hop_category,1,eval_results_cot_rag_llama31_20260706_015432.json
A0876,Vector-Gated v2,qwen2.5:7b,Q15,2-hop_author_setting,2,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0877,Pure ReAct,qwen2.5:7b,Q34,1-hop_author,1,eval_results_pure_react_qwen25_20260706_050120.json
A0878,Planned,llama3.1:8b,Q20,3-hop_vibe_setting_category,3,eval_results_planned_llama31_20260707_154549_noaudit.json
A0879,Planned,qwen2.5:7b,Q68,2-hop_setting_category,2,eval_results_planned_qwen25_20260707_160812_noaudit.json
A0880,CoT-RAG,llama3.1:8b,Q68,2-hop_setting_category,2,eval_results_cot_rag_llama31_20260706_015432.json
A0881,Planned,llama3.1:8b,Q80,2-hop_ddc_branch,2,eval_results_planned_llama31_20260707_154549_noaudit.json
A0882,Act-only,qwen2.5:7b,Q36,1-hop_vibe,1,eval_results_act_only_qwen25_20260706_050120.json
A0883,Act-only,qwen2.5:7b,Q79,2-hop_ddc_branch,2,eval_results_act_only_qwen25_20260706_050120.json
A0884,Act-only,qwen2.5:7b,Q98,branch_filter_vibe,2,eval_results_act_only_qwen25_20260706_050120.json
A0885,Pure ReAct,llama3.1:8b,Q74,2-hop_author_setting,2,eval_results_pure_react_llama31_20260706_015432.json
A0886,Planned,qwen2.5:7b,Q37,1-hop_vibe,1,eval_results_planned_qwen25_20260707_160812_noaudit.json
A0887,Standard RAG,llama3.1:8b,Q84,2-hop_collectiontype_category,2,eval_results_standard_20260706_081128.json
A0888,Pure ReAct,llama3.1:8b,Q35,1-hop_vibe,1,eval_results_pure_react_llama31_20260706_015432.json
A0889,Standard RAG,llama3.1:8b,Q41,1-hop_setting,1,eval_results_standard_20260706_081128.json
A0890,Pure ReAct,llama3.1:8b,Q09,2-hop_vibe_setting,2,eval_results_pure_react_llama31_20260706_015432.json
A0891,Planned,qwen2.5:7b,Q48,1-hop_ddc,1,eval_results_planned_qwen25_20260707_160812_noaudit.json
A0892,CoT-RAG,llama3.1:8b,Q53,1-hop_character,1,eval_results_cot_rag_llama31_20260706_015432.json
A0893,Act-only,qwen2.5:7b,Q84,2-hop_collectiontype_category,2,eval_results_act_only_qwen25_20260706_050120.json
A0894,Standard RAG,qwen2.5:7b,Q23,collaborative_shared_vibe,3,eval_results_standard_20260706_112205.json
A0895,Act-only,llama3.1:8b,Q14,2-hop_author_vibe,2,eval_results_act_only_llama31_20260706_015432.json
A0896,CoT-RAG,llama3.1:8b,Q41,1-hop_setting,1,eval_results_cot_rag_llama31_20260706_015432.json
A0897,Vector-Gated v2,qwen2.5:7b,Q65,2-hop_vibe_category,2,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0898,Pure ReAct,llama3.1:8b,Q92,collaborative_shared_ddc,3,eval_results_pure_react_llama31_20260706_015432.json
A0899,Standard RAG,llama3.1:8b,Q70,2-hop_author_vibe,2,eval_results_standard_20260706_081128.json
A0900,Pure ReAct,llama3.1:8b,Q10,2-hop_vibe_setting,2,eval_results_pure_react_llama31_20260706_015432.json
A0901,Standard RAG,llama3.1:8b,Q71,2-hop_author_vibe,2,eval_results_standard_20260706_081128.json
A0902,Standard RAG,qwen2.5:7b,Q91,collaborative_shared_vibe,3,eval_results_standard_20260706_112205.json
A0903,Vector-Gated v2,llama3.1:8b,Q72,2-hop_author_vibe,2,eval_results_agentic_llama_20260707_144026_noaudit.json
A0904,Standard RAG,llama3.1:8b,Q83,2-hop_collectiontype_category,2,eval_results_standard_20260706_081128.json
A0905,Act-only,qwen2.5:7b,Q21,3-hop_vibe_setting_category,3,eval_results_act_only_qwen25_20260706_050120.json
A0906,Vector-Gated v2,qwen2.5:7b,Q14,2-hop_author_vibe,2,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0907,Planned,llama3.1:8b,Q56,1-hop_publisher_city,1,eval_results_planned_llama31_20260707_154549_noaudit.json
A0908,Act-only,qwen2.5:7b,Q44,1-hop_category,1,eval_results_act_only_qwen25_20260706_050120.json
A0909,Vector-Gated v2,llama3.1:8b,Q74,2-hop_author_setting,2,eval_results_agentic_llama_20260707_144026_noaudit.json
A0910,Planned,llama3.1:8b,Q88,3-hop_vibe_setting_category,3,eval_results_planned_llama31_20260707_154549_noaudit.json
A0911,Act-only,llama3.1:8b,Q89,collaborative_shared_vibe,3,eval_results_act_only_llama31_20260706_015432.json
A0912,Act-only,qwen2.5:7b,Q99,branch_filter_vibe,2,eval_results_act_only_qwen25_20260706_050120.json
A0913,Vector-Gated v2,qwen2.5:7b,Q61,2-hop_vibe_setting,2,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0914,Standard RAG,llama3.1:8b,Q59,2-hop_vibe_setting,2,eval_results_standard_20260706_081128.json
A0915,CoT-RAG,qwen2.5:7b,Q22,collaborative_shared_vibe,3,eval_results_cot_rag_qwen25_20260706_050120.json
A0916,Planned,llama3.1:8b,Q68,2-hop_setting_category,2,eval_results_planned_llama31_20260707_154549_noaudit.json
A0917,Vector-Gated v2,qwen2.5:7b,Q88,3-hop_vibe_setting_category,3,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0918,Act-only,qwen2.5:7b,Q56,1-hop_publisher_city,1,eval_results_act_only_qwen25_20260706_050120.json
A0919,Pure ReAct,qwen2.5:7b,Q54,1-hop_character,1,eval_results_pure_react_qwen25_20260706_050120.json
A0920,Act-only,qwen2.5:7b,Q94,collaborative_shared_ddc,3,eval_results_act_only_qwen25_20260706_050120.json
A0921,Standard RAG,llama3.1:8b,Q60,2-hop_vibe_setting,2,eval_results_standard_20260706_081128.json
A0922,CoT-RAG,llama3.1:8b,Q23,collaborative_shared_vibe,3,eval_results_cot_rag_llama31_20260706_015432.json
A0923,CoT-RAG,qwen2.5:7b,Q04,1-hop_category,1,eval_results_cot_rag_qwen25_20260706_050120.json
A0924,Vector-Gated v2,qwen2.5:7b,Q79,2-hop_ddc_branch,2,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0925,Standard RAG,qwen2.5:7b,Q59,2-hop_vibe_setting,2,eval_results_standard_20260706_112205.json
A0926,Act-only,llama3.1:8b,Q99,branch_filter_vibe,2,eval_results_act_only_llama31_20260706_015432.json
A0927,Planned,qwen2.5:7b,Q64,2-hop_vibe_category,2,eval_results_planned_qwen25_20260707_160812_noaudit.json
A0928,Pure ReAct,llama3.1:8b,Q78,2-hop_author_category,2,eval_results_pure_react_llama31_20260706_015432.json
